Title,Conference
Monitoring algorithms for negative feedback systems,WWW
Studies on Editing Patterns in Large-scale Wikis,WWW
Gulliver Beans: Generating Device Optimized and Individualized Content for WAP Applications,WWW
PC Database Systems - Present and Future,VLDB
Approximate Distributed Bellman-Ford Algorithms,INFOCOM
Translation and Optimization of Logic Queries: The Algebraic Approach,VLDB
Parametric Query Optimization for Linear and Piecewise Linear Cost Functions,VLDB
FIX: Feature-based Indexing Technique for XML Documents,VLDB
Topology Identification for Traffic and Configuration Management in Dynamic Networks,INFOCOM
CMOS Transceivers at 60 GHz and Beyond 1,ISCAS
A Distributed Minimum-Distortion Routing Algorithm with In-Network Data Processing,INFOCOM
When experts agree: using non-affiliated experts to rank popular topics,WWW
Is question answering an acquired skill?,WWW
Evaluation of Main Memory Join Algorithms for Joins with Subset Join Predicates,VLDB
Event-driven dynamic power management based on wavelet forecasting theory,ISCAS
The C-based Database Programming Language Jasmine/C,VLDB
Automatic extraction of clickable structured web contents for name entity queries,WWW
Filter Trees for Managing Spatial Data over a Range of Size Granularities,VLDB
A Micro-DBMS for a Distributed Data Base,VLDB
Can semantic web be made to flourish?,WWW
A cross-layer adaptation HCCA MAC for QoS-aware H.264 video communications over Wireless Mesh Networks,ISCAS
A RTP to HTTP video gateway,WWW
A fully parallel VLSI implementation of distributed arithmetic,ISCAS
An adaptive mixed-signal narrowband interference canceller for wireline transmission systems,ISCAS
Content extraction signatures using XML digital signatures and custom transforms on-demand,WWW
"The Effect of Multiplexing, Switching and Other Factors on the Performance of Broadband Networks",INFOCOM
Image retrieval with an octree-based color indexing scheme,ISCAS
Template detection via data mining and its applications,WWW
Performance Tradeoffs in Read-Optimized Databases,VLDB
Efficient Query Evaluation on Probabilistic Databases,VLDB
Modelling Information Preserving Databases: Consequences of the Concept of Time,VLDB
A Bounded-Hop-Count Deflection Scheme for Manhattan-Street Networks,INFOCOM
Guaranteed Bounds for Steady State Performance Measures of a Markov Chain with Applications to High Speed Data Networks,INFOCOM
Mind the data skew: distributed inferencing by speeddating in elastic regions,WWW
An optimal segmentation encoding scheme in the rate distortion sense,ISCAS
Multicast Routing in Self-Routing Multistage Networks,INFOCOM
Featuring web communities based on word co-occurrence structure of communications: 736,WWW
Utility Functionals Associated With Available Congestion Control Algorithms,INFOCOM
Topological Optimization Problem of Communication Networks Subject to a Reliability Constraint,INFOCOM
Time Frequency Split Zak Transform for Finite Gabor Expansion,ISCAS
On a novel Hybrid LQ-MCS control strategy and its application to a DC motor,ISCAS
A New Approach for the Selection of Test Points for Fault Diagnosis,ISCAS
Object-based multiresolution watermarking of images and video,ISCAS
Visual mining of neuro-metaspaces,SIGGRAPH
MPEG4 compressed video over the Internet,ISCAS
A Study of Mobile Search Queries in Japan,WWW
Live computer animation (panel),SIGGRAPH
Data-stationary Controller for 32-bit Application-specific RISC,ISCAS
Generalized Cellular Neural Networks Represented in he NLq Framework,ISCAS
MIDAS: Towards Rich Site Structure and Content Metadata,WWW
Image Retrieval by Content Measure Metadata Coding,WWW
Network Pricing and Rate Allocation with Content Provider Participation,INFOCOM
Addressing the testing challenge with a web-based e-assessment system that tutors as it assesses,WWW
Timewarp rigid body simulation,SIGGRAPH
An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,VLDB
Query Execution and Index Selection for Relational Data Bases,VLDB
A partial parallel algorithm and architecture for arithmetic encoder in JPEG2000,ISCAS
Augmenting semantic web service descriptions with compositional specification,WWW
Fast texture synthesis using tree-structured vector quantization,SIGGRAPH
LAN Interconnection via Frame Relaying,INFOCOM
A framework for interactive texturing on curved surfaces,SIGGRAPH
Derived Data Update in Semantic Databases,VLDB
The Primal#8482; seas: water on PlayStationÃ‚Â®2,SIGGRAPH
Optimal Choice of Data Restructuring Points,VLDB
Tagommenders: connecting users to items through tags,WWW
Information flow modeling based on diffusion rate for prediction and ranking,WWW
Answering order-based queries over XML data,WWW
ASP 12: Forum - Analog Electronics - a European Speciality?,ISCAS
Improved fast motion estimation using integral projection features for hardware implementation,ISCAS
Unified SPH model for fluid-shell simulations,SIGGRAPH
Sampling procedural shaders using affine arithmetic,SIGGRAPH
Texture synthesis on surfaces,SIGGRAPH
RFIG lamps: interacting with a self-describing world via photosensing wireless tags and projectors,SIGGRAPH
Matrix completion problems in multidimensional systems,ISCAS
Efficient VLSI implementation of N/N integer division,ISCAS
Scheduling for Large-Scale On-Demand Data Broadcasting,INFOCOM
Designing digital phenomenaria: the bee dance,SIGGRAPH
Spatial Databases,VLDB
HyperCBR: Large-Scale Content-Based Routing in a Multidimensional Space,INFOCOM
Real-time photo-realistic augmented reality for interior design,SIGGRAPH
Energy preserving non-linear filters,SIGGRAPH
An Efficient Design Method for Optimal Weighted Median Filtering,ISCAS
A Multicast Routing Protocol for Ad-Hoc Networks,INFOCOM
Incorporating Site-Level Knowledge to Extract Structured Data from Web Forums Ã¢ÂÅâ€_,WWW
Keyword extraction for social snippets,WWW
Capacity of Data Collection in Arbitrary Wireless Sensor Networks,INFOCOM
A Sigma-Delta Frequency Discriminator Based Synthesizer,ISCAS
A LOOP-FREE ALGORITHM BASED ON PREDECESSOR INFORMATION,INFOCOM
Protecting electronic commerce from distributed denial-of-service attacks,WWW
Scheduling Real-Time Transactions with Disk Resident Data,VLDB
Direct illumination with lazy visibility evaluation,SIGGRAPH
Exploiting fractalness of error surfaces: New methods for neural network learning,ISCAS
A middleware for securing mobile mashups,WWW
Randomized Algorithms for Matrices and Massive Data Sets,VLDB
Kokono Search: A Location Based Search Engine,WWW
Two-Dimensional Optimal Algorithms for Image Compression using ARMA predictors,ISCAS
A new insertion loss technique for the exact design of elliptic LDI ladder digital filters,ISCAS
Direct interaction based on a two-point laser pointer technique,SIGGRAPH
Simulating decorative mosaics,SIGGRAPH
Timing in systolic systems with variable minimum connection delays,ISCAS
Information Quality Aware Routing in Event-Driven Sensor Networks,INFOCOM
Global exponential stability of generalized neural networks with time-varying delays,ISCAS
Virtual video camera: image-based viewpoint navigation through space and time,SIGGRAPH
Example-based hinting of true type fonts,SIGGRAPH
PLATON: An Overview of a University Local Computer Network,INFOCOM
LivePulse: tapping social media for sentiments in real-time,WWW
On Scalable QoS Routing: Performance Evaluation of Topology Aggregation,INFOCOM
Maintaining XPath Views In Loosely Coupled Systems,VLDB
Searching over DOA Parameter Space via Neural Networks,ISCAS
On Multidimensional HARF and SHARF Algorithms,ISCAS
Pipelined QR decomposition based multi-channel least square lattice adaptive filter architectures,ISCAS
Data Bubbles for Non-Vector Data: Speeding-up Hierarchical Clustering in Arbitrary Metric Spaces,VLDB
An IDDQ Fault Model to Facilitate the Design of Built-In Current Sensor (BICSs),ISCAS
Resynthesis and Retiming of Synchronous Sequential Cirucits,ISCAS
Task Scheduling and Lightpath Establishment in Optical Grids,INFOCOM
A quadrature IF mixer with high image rejection for continuous-time complex Ã_Â£Ã_â€ù modulators,ISCAS
Subset averaged median estimators,ISCAS
Tracking and identifying burglar using collaborative sensor-camera networks,INFOCOM
Image-based motion blur for stop motion animation,SIGGRAPH
Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,VLDB
A clustering method for web data with multi-type interrelated components,WWW
A systolic VLSI architecture for complex SVD,ISCAS
Experimental Comparison of Bandwidth Estimation Tools for Wireless Mesh Networks,INFOCOM
Biophysically-based appearance models: the bumpy road toward predictability,SIGGRAPH
Practical character physics for animators,SIGGRAPH
Call Admission Control in Generalized Processor Sharing (GPS) Schedulers Using Non-Rate Proportional Weighting of Sessions,INFOCOM
What is the Data Warehousing Problem? (Are Materialized Views the Answer?),VLDB
Client Assignment in Content Dissemination Networks for Dynamic Data,VLDB
The Case for Non-Cooperative Multihoming of Users to Access Points in IEEE 802.11 WLANs,INFOCOM
Local Control over Filtered WWW Access,WWW
Network Multiplexer with Truncated Heavy-Tailed Arrival Streams,INFOCOM
Video decoder embedded with temporal LMMSE denoising filter,ISCAS
Distributed Concurrency Control in Database Systems,VLDB
An Overview of The System Software of A Parallel Relational Database Machine GRACE,VLDB
Scheduling of Signal Transition Graphs under Timing Constraints,ISCAS
Z-touch: a multi-touch system for detecting spatial gestures near the tabletop,SIGGRAPH
Multiprocessor Hash-Based Join Algorithms,VLDB
Shape extraction for a polygon mesh,SIGGRAPH
Wire modeling,SIGGRAPH
"Pasta-3's Graphical Query Language: Direct Manipulation, Cooperative Queries, Full Expressive Power",VLDB
Geographical topic discovery and comparison,WWW
"Approximate analysis of average performance of (ÃèÆ’,ÃèÂÅ) regulators",INFOCOM
TCP-friendly Congestion Control for Real-time Streaming Applications,INFOCOM
A Superimposed Coding Scheme Based on Multiple Block Descriptor Files for Indexing Very Large Data Bases,VLDB
A dynamic channel assignment strategy using information of speed and moving direction in micro systems,ISCAS
Load Balancing Algorithms for Jacksonian Networks with Acknowledgement Delays,INFOCOM
Inferring relevant social networks from interpersonal communication,WWW
The Size of Projections of Relations Satisfying a Functional Dependency,VLDB
ECRINS/86: An Extended Entity-Relationship Data Base Management System and its Semantic Query Language,VLDB
Clustering query refinements by user intent,WWW
Programmable logic gate based on resonant tunnelling devices,ISCAS
Combined Locking Approach for Scheduling Hard Real-Time Transactions in Real-Time Databases,VLDB
New compact and power efficient dynamically biased cascode mirrors and telescopic op-amps,ISCAS
Image annotation using search and mining technologies,WWW
Rule-Based Anomaly Detection on IP Flows,INFOCOM
Bit-Sliced VLSI Algorithm for Search and Sort,VLDB
Rim Sensitivity Analysis From An Interior Solution,WWW
A Digital-Serial VLSI Architecture for Delayed LMS Adaptive FIR Filttering,ISCAS
Rotated dispersed dither: a new technique for digital halftoning,SIGGRAPH
Robust Pole Assignment for Discrete Interval Systems,ISCAS
A Near-Optimal Packet Scheduler for QoS Networks,INFOCOM
A Clustering Scheme for Hierarchical Routing in Wireless Networks,INFOCOM
Hierarchical Distribution of Video with Dynamic Port Allocation,INFOCOM
Efficiently using graphics hardware in volume rendering applications,SIGGRAPH
ArtDefo: accurate real time deformable objects,SIGGRAPH
The Designer's Perspective to Noncooperative Networks,INFOCOM
Semantic Modeling of Object Oriented Databases,VLDB
Proximity Search in Databases,VLDB
Synthetic topiary,SIGGRAPH
Animating soft substances with implicit surfaces,SIGGRAPH
Hierarchical splatting: a progressive refinement algorithm for volume rendering,SIGGRAPH
Searching with numbers,WWW
Lips-sync 3D speech animation,SIGGRAPH
Fault-tolerant RFID reader localization based on passive RFID tags,INFOCOM
WebLQM : A Web Community Examiner,WWW
Canonical piecewise-linear representation,ISCAS
A model for efficient and flexible image computing,SIGGRAPH
Probabilistic prefetching scheme for P2P VoD applications with frequent seeks,ISCAS
Timing error correction techniques for voltage-scalable on-chip memories,ISCAS
XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,VLDB
Building a companion website in the semantic web,WWW
How can SIGGRAPH be more effective in promoting computer graphics? (panel),SIGGRAPH
Extending Q-Grams to Estimate Selectivity of String Matching with Low Edit Distance,VLDB
Spherical wavelets: efficiently representing functions on the sphere,SIGGRAPH
Rate-distortion optimal boundary encoding using an area distortion measure,ISCAS
Optimizing the compaction gain in a class of IIR filters,ISCAS
Extensible behavior simulation with motion archive,SIGGRAPH
Managing Memory to Meet Multiclass Workload Response Time Goals,VLDB
A Scalable Control Topology for Multicast Communications,INFOCOM
UQLIPS: A Real-time Near-duplicate Video Clip Detection System,VLDB
Computer graphics for architecture and design presentations: current work and trends outside the U.S.,SIGGRAPH
Database Tuning,VLDB
Area efficient circuit tuning with floating-gate techniques,ISCAS
"Sound synthesis for the Web, games, and virtual reality",SIGGRAPH
On the numerical conditioning in orthogonal filters,ISCAS
A Theory of Timestamp-Based Concurrency Control for Nested Transactions,VLDB
Spherical representation and polyhedron routing for load balancing in wireless sensor networks,INFOCOM
Route Driven Gossip: Probabilistic Reliable Multicast in Ad Hoc Networks,INFOCOM
Efficient Support for the Client/Server Paradigm over Heterogeneous ATM Networks,INFOCOM
Knowledge Discovery in Databases: An Attribute-Oriented Approach,VLDB
TriBiCa: Trie Bitmap Content Analyzer for High-Speed Network Intrusion Detection,INFOCOM
Game development & design: curricular changes,SIGGRAPH
Structural analysis of the emerging event-web,WWW
Evaluation of edge caching/offloading for dynamic content delivery,WWW
ICARUS: interactive reconstruction from uncalibrated image sequences,SIGGRAPH
Nonlinear system identification by the Haar multiresolution analysis,ISCAS
Neural network solutions to a graph theoretic problem,ISCAS
Safe Referential Structures in Relational Databases,VLDB
Hybrid Additive Random Sampling and its Realization,ISCAS
FormSys: form-processing web services,WWW
Adaptive ranking of web pages,WWW
Reduction of quality (RoQ) attacks on Internet end-systems,INFOCOM
The minimum initial submarking problem of Petri nets with application to communication protocol design,ISCAS
Towards Automated Performance Tuning for Complex Workloads,VLDB
SONET - A Network Management Viewpoint,INFOCOM
Multiversion Query Locking,VLDB
Congestion Control via Online Sampling,INFOCOM
Priority rendering with a virtual reality address recalculation pipeline,SIGGRAPH
Lace curtain: measurement of BTDF and rendering of woven cloth: -production of a catalog of curtain animations,SIGGRAPH
Label Swapping Routing with Self-Termination,INFOCOM
Merging the Results of Approximate Match Operations,VLDB
Blind deconvolution by modified Bussgang algorithm,ISCAS
Large Bandwidth BiCMOS Operational Amplifiers for SC-Video-Applications,ISCAS
RDN-Include: Re-branding Remote Resources,WWW
"Personal DJ, an architecture for personalised content delivery",WWW
Loop List Scheduler for DSP Algorithms under Resource Consraints,ISCAS
An Investigation of Application Level Performance in ATM Networks,INFOCOM
An Adaptive Approach to Statistical Macromodeling of Analog Integrated Circuits,ISCAS
Optimization of Nested Queries in a Distributed Relational Database,VLDB
Guiding internet-scale video service deployment using microblog-based prediction,INFOCOM
CMOS fuzzy controllers implemented as mixed-signal ICs,ISCAS
Entity relation discovery from web tables and links,WWW
IMSS: IP Multicast Shortcut Service,INFOCOM
Incremental Clustering for Mining in a Data Warehousing Environment,VLDB
The anatomy of an ad: structured indexing and retrieval for sponsored search,WWW
Continuous K-Nearest Neighbor Queries for Continuously Moving Points with Updates,VLDB
Exploiting Neglected Data Locality in Browsers,WWW
"New output stage for low supply voltage, high-performance CMOS current mirrors",ISCAS
Content-adaptive parallax barriers for automultiscopic 3D display,SIGGRAPH
A unified approach to the steady-state analysis of quantized adaptive filtering algorithms,ISCAS
Total Hospital Information System of Komagome Metropolitan Hospital,VLDB
Mining web logs to improve website organization,WWW
Improving recommendation for long-tail queries via templates,WWW
An Empirical Model of HTTP Network Traffic,INFOCOM
On Packet Loss Processes in High-Speed Networks,INFOCOM
DalÃƒÂ_: A High Performance Main Memory Storage Manager,VLDB
Consistency Based Snapshot Management in Data Grids,VLDB
Temporal Delay Tomography,INFOCOM
Proactive Network Fault Detection,INFOCOM
Analysis of a Class of Star-Interconnected Networks,INFOCOM
Reduction of Quality (RoQ) Attacks on Dynamic Load Balancers: Vulnerability Assessment and Design Tradeoffs,INFOCOM
A Method for Evaluating a Mapping Parameter for Power System Dynamic Stability Analysis,ISCAS
AWESOME - A Data Warehouse-based System for Adaptive Website Recommendations,VLDB
Translating Web Data,VLDB
"Time-Driven Priority"" Flow Control for Real-Time Heterogeneous Internetworking""""Time-Driven Priority"" Flow Control for Real-Time Heterogeneous Internetworking""""ime-Driven Priority"" Flow Control for Real-Time Heterogen""""me-Driven Priority"" Flow Control for """"e-Driven Priority""""""""",INFOCOM
RQL: a declarative query language for RDF,WWW
An Effective and Efficient Traffic Smoothing Scheme for Delivery of Online VBR Media Streams,INFOCOM
A Node Expansion Method for Current-mode Synthesis,ISCAS
SIGGRAPH Course Notes: State of the Art in Monte Carlo Global Il-lumination,SIGGRAPH
Digital facial engraving,SIGGRAPH
"Very Large Databases: How Large, How Different?",VLDB
Sensory design for virtual environments,SIGGRAPH
High performance imaging using large camera arrays,SIGGRAPH
Design of optimum power estimator based on Wiener model applied to mobile transmitter power control,ISCAS
Surface reconstruction from unorganized point,SIGGRAPH
On quantifying the figures of merit of power-gating for leakage power minimization in nanometer CMOS circuits,ISCAS
Distributed algorithms for secure multipath routing,INFOCOM
Sampling clock jitter estimation and compensation in ADC circuits,ISCAS
The Simplification of Retrieval Requests Generated by Question-Answering Systems,VLDB
BEAT: the behavior expression animation toolkit,SIGGRAPH
Surface splatting,SIGGRAPH
Car racing through the streets of the web: a high-speed 3D game over a fast synchronization service,WWW
An adaptive system identification method on bispectrum,ISCAS
Geometry compression,SIGGRAPH
Virtual Topologies for WDM Star LANs - The Regular Structures Approach,INFOCOM
Development of a Cinfinty-Continuous Small-Signal Model for a MOS Transistor,ISCAS
Attention-driven eye gaze and blinking for virtual humans,SIGGRAPH
Large steps in cloth simulation,SIGGRAPH
Distributed Processing over Stand-alone Systems and Applications,VLDB
Algorithms for image/vector conversion,SIGGRAPH
Selection of File Organization Using an Analytic Model,VLDB
Alpha Coverage: Bounding the Interconnection Gap for Vehicular Internet Access,INFOCOM
Hardware efficient fast parallel FIR filter structures based on iterated short convolution,ISCAS
On the All-to-All Broadcast Problem in Optical Networks,INFOCOM
Automatic resource compilation by analyzing hyperlink structure and associated text,WWW
Efficient image-based methods for rendering soft shadows,SIGGRAPH
Visual simulation of lightning,SIGGRAPH
Narrative environments: virtual reality as a storytelling medium (panel),SIGGRAPH
A New Approach to Network Name Management,INFOCOM
Scheduling web requests in broadcast environments,WWW
Unsupervised query segmentation using only query logs,WWW
An Architecture-driven Approach for the Fitting Problem in an Application-specific EPLD,ISCAS
High Dynamic Range Interface System for a Micromachined Integrated AC-Power Sensor,ISCAS
Feedback Cancellation in Hearing Aids: Results from using Frequency-Domain Adaptive Filters,ISCAS
A 3-D flowering simulation based on botany characteristics and random generation algorithm,SIGGRAPH
An integrated method for social network extraction,WWW
WBSDF for simulating wave effects of light and audio,SIGGRAPH
Web resource geographic location classification and detection,WWW
Parallel architectures for decision-directed RLS-equalization,ISCAS
"CHOKE, A Stateless Active Queue Management Scheme for Approximating Fair Bandwidth Allocation",INFOCOM
Utilizing sub-threshold technology for the creation of secure circuits,ISCAS
"A General Purpose, Broadband Transimpedance Amplifier",ISCAS
Scheduled Hot-Potato Routing,INFOCOM
Retransmission-Based Partially Reliable Transport Service: An Analytic Model,INFOCOM
A GSM speech coder implemented on a customized processor architecture,ISCAS
A deadline-aware virtual contention free EDCA scheme for H.264 video over IEEE 802.11e wireless networks,ISCAS
A hybrid approach for searching in the semantic web,WWW
Resonant dc/dc Converter with Class E Inverter and Class E Synchronous Rectifier Using Thinned-Out Method,ISCAS
Synesthetic color scheme in Fantasia,SIGGRAPH
Unified Window Protocols for Contention Resolution in Local Multi-Access Networks,INFOCOM
EAMUSE: An Extended Algorithm for Multiple Sources Extraction,ISCAS
Fair and robust circle splines,SIGGRAPH
One-Hot Residue Coding for High-Speed Non-Uniform Pseudo-Random Test Pattern Generation,ISCAS
Search Key Substitution in the Encipherment of B-Trees,VLDB
Fast nGram-Based String Search Over Data Encoded Using Algebraic Signatures,VLDB
"Matrix Bit"" loaded: a scalable lightweight join query processor for RDF data""""atrix ""Bit"" loaded: a scalable lightweight join query processor for R""""trix ""Bit"" loaded: a scalable lightweight join query processor""""rix ""Bit"" loaded: a scalable lightweight join query proc""""ix ""Bit"" loaded: a scalable lightweight join query """"x ""Bit"" loaded: a scalable lightweight join que"""" ""Bit"" loaded: a scalable lightweight join q""""""Bit"" loaded: a scalable lightweight join """"Bit"" loaded: a scalable lightweight join """"it"" loaded: a scalable lightweight jo""""t"" loaded: a scalable lightweight """""" loaded: a scalable lightweight"""" loaded: a scalable lightweight""",WWW
Estimating Node Voltages in Bipolar Circuits Using Linear Programming,ISCAS
Creating a live broadcast from a virtual environment,SIGGRAPH
Linear Road: A Stream Data Management Benchmark,VLDB
Hierarchical image caching for accelerated walkthroughs of complex environments,SIGGRAPH
Display of clouds taking into account multiple anisotropic scattering and sky light,SIGGRAPH
A Virtual Time CSMA Protocol for Integrated Voice-Data,INFOCOM
Novel Systolic Array Design for the Discrete Hartley Transform with High Throughput Rate,ISCAS
Key Management for Secure Internet Multicast Using Boolean Function Minimization Techniques,INFOCOM
A Framework for Automating Physical Database Design,VLDB
Metropolis light transport,SIGGRAPH
SRC passivation controller implementation using stochastic computing,ISCAS
The randomized z-buffer algorithm: interactive rendering of highly complex scenes,SIGGRAPH
Incentive Compatible Pricing Strategies for QoS Routing,INFOCOM
High Throughput Database Structures for Location Management in PCS Networks,INFOCOM
New Dynamic SPT Algorithm Based on a Ball-and-String Model,INFOCOM
The state of the animation industry (panel session),SIGGRAPH
A frequency-domain analysis of head-motion prediction,SIGGRAPH
A Signature Access Method for the Starburst Database System,VLDB
Validation and Verification Aspects of Information Modeling,VLDB
Infinite Precision Analysis of the Fast QR Decomposition RLS Algorithm,ISCAS
A probabilistic approach to spatiotemporal theme pattern mining on weblogs,WWW
QUIST: A System for Semantic Query Optimization in Relational Databases,VLDB
Maintenance of Spatial Semijoin Queries on Moving Points,VLDB
Motion tracking of time-varying mesh through surface gradient matching with multi-temporal registration,SIGGRAPH
Experimental validation of a novel adaptive controller for piecewise affine systems,ISCAS
Lock-free consistency control for web 2.0 applications,WWW
"An Integrated Approach to Recovery and High Availability in an Updatable, Distributed Data Warehouse",VLDB
"SiP integration of intelligent, adaptive, self-sustaining power management solutions for portable applications",ISCAS
Confidentiality Protection for Distributed Sensor Data Aggregation,INFOCOM
A hybrid genetic algorithm for the channel routing problem,ISCAS
Target-Oriented Scheduling in Directional Sensor Networks,INFOCOM
Hybrid-Range Partitioning Strategy: A New Declustering Strategy for Multiprocessor Database Machines,VLDB
Defending Mobile Phones from Proximity Malware,INFOCOM
Bulk loading techniques for object databases and an application to relational data,VLDB
Collaborative online 3D editing,SIGGRAPH
Noncausal image modeling with applications to image restoration,ISCAS
VIEW: an exploratory molecular visualization system with user-definable interaction sequences,SIGGRAPH
Initiation and tracking of dim target via fusion of feature probabilities with CNN-UM,ISCAS
The World Wide Web and Technology Transfer at NASA Langley Research Center,WWW
A Novel Topology Control for Multihop Packet Radio Networks,INFOCOM
Web scale NLP: a case study on url word breaking,WWW
Switched-capacitor Polyphase Structures for Two-dimensional Analog FIR Filtering,ISCAS
Alternate Path Routing for Multicast,INFOCOM
A Configurable CMOS Multiplier/Divider for Analog VLSI,ISCAS
Online gaming applications,SIGGRAPH
Output impedance requirements for DACs,ISCAS
Configurable and ad hoc display for clothes,SIGGRAPH
Geospatial mapping and navigation of the web,WWW
Near Neighbor Search in Large Metric Spaces,VLDB
"Web-assisted annotation, semantic indexing and search of television and radio news",WWW
Joint Mobility Tracking and Hard Handoff in Cellular Networks via Sequential Monte Carlo Fitlering,INFOCOM
On Service Models for Multicast Transmission in Heterogeneous Environments,INFOCOM
Self-Descriptive Relational Data Base,VLDB
Modeling and rendering of weathered stone,SIGGRAPH
A volumetric method for building complex models from range images,SIGGRAPH
A Hierarchical Multiprocessor Achitecture for Video Coding Applications,ISCAS
ENIAM: A More Complete Conceptual Schema Language,VLDB
"Simulation of wrinkled surfaces; computer graphics""""imulation of wrink""",SIGGRAPH
The BT-Forest: A Branched and Temporal Access Method,VLDB
Chip-Secured Data Access: Confidential Data on Untrusted Servers,VLDB
Video-based virtual environments,SIGGRAPH
Theoretical and Practical Tools for Data Base Design,VLDB
A user interface prototype for a mobile augmented reality tool to assist archaeological fieldwork,SIGGRAPH
Multilayer Neural Network Structures as Volterra Filter,ISCAS
Analysis of routing strategies for packet radio networks,INFOCOM
Contents production techniques using Web3D,SIGGRAPH
Exact data retrieval of associative memory based on cross talk formulation,ISCAS
EROC: A Toolkit for Building NEATO Query Optimizers,VLDB
Querying XML Views of Relational Data,VLDB
"Optimal joint conges-tion control,  routing,  and scheduling design for wireless ad hoc networks",INFOCOM
Absolute responcse error bounds for floating point digital filters in state space representation,ISCAS
SPICE implementation of nonuniform frequency-dependent transmission lines,ISCAS
The cubic interpolated level set method for realistic fluid animation,SIGGRAPH
Seen as stable marriages,INFOCOM
File Allocation in Distributed Databases with Interaction between Files,VLDB
An Effective Complete-Web Recommender System,WWW
Fundamental issues of visual perception for effective image generation,SIGGRAPH
FAS - A Freshness-Sensitive Coordination Middleware for a Cluster of OLAP Components,VLDB
FALCON: Feedback Adaptive Loop for Content-Based Retrieval,VLDB
Improving mobile internet usability,WWW
Formulation and analysis of high-dimensional chaotic maps,ISCAS
Developing an Indexing Scheme for XML Document Collection using the Oracle8i Extensibility Framework,VLDB
A New Variable Step-size Algorithm using Genetic-Type Search,ISCAS
Interference-Aware Channel Assignment in Multi-Radio Wireless Mesh Networks,INFOCOM
An Experimental Evaluation of Voice Quality Over the Datagram Congestion Control Protocol,INFOCOM
iMobile: An Agent-Based Platform for Mobile Services,WWW
Algorithms and the artist (panel session),SIGGRAPH
Why is the web loosely coupled?: a multi-faceted metric for service design,WWW
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 1",VLDB
Performance Measurements in a Manufacturing Communication System,ISCAS
A procedural approach to modeling impact damage,SIGGRAPH
Out - of - core tensor approximation of high dimensional visual data,SIGGRAPH
On Closed-Loop Rate Control for ATM Cell Relay Networks,INFOCOM
Defection detection: predicting search engine switching,WWW
Fast contact force computation for nonpenetrating rigid bodies,SIGGRAPH
Personalizing E-commerce applications with on-line heuristic decision making,WWW
Layered Video Multicast with Retransmissions (LVMR): Evaluation of Hierarchical Rate Control,INFOCOM
Towards Event-Driven Modelling for Database Design,VLDB
A framework for querying graph-based business process models,WWW
Association Control in Mobile Wireless Networks,INFOCOM
On the Feasibility of Implementing a Large Relational Data Base with Optimal Performance on a Mini-Computer,VLDB
Queueing Performance of a Tree Type ATM Network,INFOCOM
An algorithm for the construction of synthetic self synchronizing biological circuits,ISCAS
Plenoptic sampling,SIGGRAPH
Data summaries for on-demand queries over linked data,WWW
Fault Tolerance of Banyan Using Multiple-Pass,INFOCOM
VHF Bandpass Filter Design Using CMOS Transresistance Amplifiers,ISCAS
Improved timing control for web server systems using internal state information,WWW
An Implementation Model for Connection-Oriented Internet Protocols,INFOCOM
"A simple, efficient method for realistic animation of clouds",SIGGRAPH
Simlarity Search for Web Services,VLDB
A Bandwidth Guaranteed Polling MAC Protocol for Ethernet Passive Optical Networks,INFOCOM
Ambiguity in Processing Boolean Queries on TDMS Tree Structures: A Study of Four Different Philosophies,VLDB
"Real-time, continuous level of detail rendering of height fields",SIGGRAPH
Evaluation of Throughput in Multihop Packet Radio Networks with Complex Topologies,INFOCOM
Integration of Data Mining with Database Technology,VLDB
"Georgraphic Information Systems, A Challenge for the 90's (Panel)",VLDB
View-Upload Decoupling: A Redesign of Multi-Channel P2P Video Systems,INFOCOM
SemTag and seeker: bootstrapping the semantic web via automated semantic annotation,WWW
Study of the compatibility of 1-D and 2-D bounded real functions,ISCAS
Traffic Models for Wireless Communication Networks,INFOCOM
Smooth transitions between bump rendering algorithms,SIGGRAPH
Optimizing Multi-Feature Queries for Image Databases,VLDB
Cache-conscious Frequent Pattern Mining on a Modern Processor,VLDB
DIAM II and Levels of Abstraction - The Physical Device Level: A General Model for Access Methods,VLDB
Performance Analysis of Input Traffic Control,INFOCOM
Timescale of Interest in Traffic Measurement for Link Bandwidth Allocation Design,INFOCOM
A Knowledge-Based Approach to Data Management for Intelligent User Interfaces,VLDB
Expert agreement and content based reranking in a meta search environment using Mearf,WWW
The EMOTE model for effort and shape,SIGGRAPH
Characterizing and Detecting Skype-Relayed Traffic,INFOCOM
An environment for the development of microcode for pipelined architectures,ISCAS
Real-time acoustic modeling for distributed virtual environments,SIGGRAPH
A Switched-Current Double Sampling Bilinear Z-Transform Filter Technique,ISCAS
Provisioning Content Distribution Networks for Streaming Media,INFOCOM
Exact analysis of second order bandpass delta-sigma modulator with sinusoidal inputs,ISCAS
Robust depth estimation from multiple video streams for dynamic light field rendering,SIGGRAPH
A constant-g/sub m/ rail-to-rail op amp input stage using dynamic current scaling technique,ISCAS
